location,date,vaccine,total_vaccinations
Latvia,2021-03-06,Pfizer/BioNTech,34575
Latvia,2021-03-07,Oxford/AstraZeneca,40148
Latvia,2021-03-08,Moderna,8319
Latvia,2021-03-08,Oxford/AstraZeneca,41588
Latvia,2021-03-09,Moderna,8677
Latvia,2021-03-09,Oxford/AstraZeneca,43348
Latvia,2021-03-09,Pfizer/BioNTech,34814
Latvia,2021-03-10,Moderna,8959
Latvia,2021-03-10,Oxford/AstraZeneca,44976
Latvia,2021-03-10,Pfizer/BioNTech,35376
Latvia,2021-03-11,Moderna,9115
Latvia,2021-03-11,Oxford/AstraZeneca,47329
Latvia,2021-03-11,Pfizer/BioNTech,35520
Latvia,2021-03-12,Moderna,9248
Latvia,2021-03-12,Oxford/AstraZeneca,52123
Latvia,2021-03-12,Pfizer/BioNTech,35561
Latvia,2021-03-13,Moderna,9318
Latvia,2021-03-13,Oxford/AstraZeneca,52965
Latvia,2021-03-14,Oxford/AstraZeneca,53037
Latvia,2021-03-15,Moderna,9420
Latvia,2021-03-15,Oxford/AstraZeneca,56672
Latvia,2021-03-16,Moderna,9582
Latvia,2021-03-16,Oxford/AstraZeneca,56682
Latvia,2021-03-16,Pfizer/BioNTech,35571
Latvia,2021-03-17,Moderna,9743
Latvia,2021-03-17,Oxford/AstraZeneca,56685
Latvia,2021-03-17,Pfizer/BioNTech,35578
Latvia,2021-03-18,Moderna,9964
Latvia,2021-03-18,Pfizer/BioNTech,35631
Latvia,2021-03-19,Moderna,10257
Latvia,2021-03-19,Oxford/AstraZeneca,56998
Latvia,2021-03-19,Pfizer/BioNTech,35725
Latvia,2021-03-20,Moderna,10307
Latvia,2021-03-20,Oxford/AstraZeneca,57348
Latvia,2021-03-21,Oxford/AstraZeneca,57372
Latvia,2021-03-22,Moderna,10915
Latvia,2021-03-22,Oxford/AstraZeneca,59387
Latvia,2021-03-23,Moderna,12117
Latvia,2021-03-23,Oxford/AstraZeneca,63473
Latvia,2021-03-23,Pfizer/BioNTech,35918
Latvia,2021-03-24,Moderna,13589
Latvia,2021-03-24,Oxford/AstraZeneca,67582
Latvia,2021-03-24,Pfizer/BioNTech,36458
Latvia,2021-03-25,Moderna,15204
Latvia,2021-03-25,Oxford/AstraZeneca,70869
Latvia,2021-03-25,Pfizer/BioNTech,36939
Latvia,2021-03-26,Moderna,16862
Latvia,2021-03-26,Oxford/AstraZeneca,72763
Latvia,2021-03-26,Pfizer/BioNTech,37387
Latvia,2021-03-27,Moderna,17265
Latvia,2021-03-27,Oxford/AstraZeneca,72924
Latvia,2021-03-28,Oxford/AstraZeneca,72953
Latvia,2021-03-28,Pfizer/BioNTech,37388
Latvia,2021-03-29,Moderna,18291
Latvia,2021-03-29,Oxford/AstraZeneca,74037
Latvia,2021-03-30,Moderna,19587
Latvia,2021-03-30,Oxford/AstraZeneca,76777
Latvia,2021-03-30,Pfizer/BioNTech,38368
Latvia,2021-03-31,Moderna,20928
Latvia,2021-03-31,Oxford/AstraZeneca,79466
Latvia,2021-03-31,Pfizer/BioNTech,40066
Latvia,2021-04-01,Moderna,22422
Latvia,2021-04-01,Oxford/AstraZeneca,81497
Latvia,2021-04-01,Pfizer/BioNTech,40699
Latvia,2021-04-02,Moderna,22665
Latvia,2021-04-02,Oxford/AstraZeneca,81817
Latvia,2021-04-02,Pfizer/BioNTech,40700
Latvia,2021-04-03,Moderna,22819
Latvia,2021-04-03,Oxford/AstraZeneca,84880
Latvia,2021-04-03,Pfizer/BioNTech,40839
Latvia,2021-04-04,Moderna,22827
Latvia,2021-04-04,Oxford/AstraZeneca,86492
Latvia,2021-04-05,Moderna,22957
Latvia,2021-04-05,Oxford/AstraZeneca,89221
Latvia,2021-04-05,Pfizer/BioNTech,40840
Latvia,2021-04-06,Moderna,24679
Latvia,2021-04-06,Oxford/AstraZeneca,92839
Latvia,2021-04-06,Pfizer/BioNTech,40891
Latvia,2021-04-07,Moderna,27073
Latvia,2021-04-07,Oxford/AstraZeneca,99525
Latvia,2021-04-07,Pfizer/BioNTech,41011
Latvia,2021-04-08,Moderna,29069
Latvia,2021-04-08,Oxford/AstraZeneca,104126
Latvia,2021-04-08,Pfizer/BioNTech,41472
Latvia,2021-04-09,Moderna,30479
Latvia,2021-04-09,Oxford/AstraZeneca,107276
Latvia,2021-04-09,Pfizer/BioNTech,41767
Latvia,2021-04-10,Moderna,30631
Latvia,2021-04-10,Oxford/AstraZeneca,108725
Latvia,2021-04-10,Pfizer/BioNTech,41815
Latvia,2021-04-11,Oxford/AstraZeneca,108811
Latvia,2021-04-12,Moderna,31194
Latvia,2021-04-12,Oxford/AstraZeneca,110246
Latvia,2021-04-12,Pfizer/BioNTech,42225
Latvia,2021-04-13,Moderna,32073
Latvia,2021-04-13,Oxford/AstraZeneca,111836
Latvia,2021-04-13,Pfizer/BioNTech,43453
Latvia,2021-04-14,Moderna,33942
Latvia,2021-04-14,Oxford/AstraZeneca,113871
Latvia,2021-04-14,Pfizer/BioNTech,45855
Latvia,2021-04-15,Moderna,35758
Latvia,2021-04-15,Oxford/AstraZeneca,115709
Latvia,2021-04-15,Pfizer/BioNTech,48138
Latvia,2021-04-16,Moderna,36641
Latvia,2021-04-16,Oxford/AstraZeneca,120482
Latvia,2021-04-16,Pfizer/BioNTech,51528
Latvia,2021-04-17,Moderna,36853
Latvia,2021-04-17,Oxford/AstraZeneca,125656
Latvia,2021-04-17,Pfizer/BioNTech,52339
Latvia,2021-04-18,Moderna,36949
Latvia,2021-04-18,Oxford/AstraZeneca,126043
Latvia,2021-04-18,Pfizer/BioNTech,52777
Latvia,2021-04-19,Moderna,38251
Latvia,2021-04-19,Oxford/AstraZeneca,126905
Latvia,2021-04-19,Pfizer/BioNTech,54524
Latvia,2021-04-20,Moderna,42214
Latvia,2021-04-20,Oxford/AstraZeneca,127865
Latvia,2021-04-20,Pfizer/BioNTech,56925
Latvia,2021-04-21,Moderna,47599
Latvia,2021-04-21,Oxford/AstraZeneca,129217
Latvia,2021-04-21,Pfizer/BioNTech,60330
Latvia,2021-04-22,Moderna,53533
Latvia,2021-04-22,Oxford/AstraZeneca,130050
Latvia,2021-04-22,Pfizer/BioNTech,63355
Latvia,2021-04-23,Moderna,57661
Latvia,2021-04-23,Oxford/AstraZeneca,131198
Latvia,2021-04-23,Pfizer/BioNTech,68828
Latvia,2021-04-24,Moderna,58014
Latvia,2021-04-24,Oxford/AstraZeneca,131846
Latvia,2021-04-24,Pfizer/BioNTech,73886
Latvia,2021-04-25,Moderna,58234
Latvia,2021-04-25,Oxford/AstraZeneca,131928
Latvia,2021-04-25,Pfizer/BioNTech,74939
Latvia,2021-04-26,Moderna,60309
Latvia,2021-04-26,Oxford/AstraZeneca,133437
Latvia,2021-04-26,Pfizer/BioNTech,75841
Latvia,2021-04-27,Johnson&Johnson,71
Latvia,2021-04-27,Moderna,63637
Latvia,2021-04-27,Oxford/AstraZeneca,135810
Latvia,2021-04-27,Pfizer/BioNTech,77521
Latvia,2021-04-28,Johnson&Johnson,183
Latvia,2021-04-28,Moderna,67692
Latvia,2021-04-28,Oxford/AstraZeneca,138598
Latvia,2021-04-28,Pfizer/BioNTech,85140
Latvia,2021-04-29,Johnson&Johnson,224
Latvia,2021-04-29,Moderna,71859
Latvia,2021-04-29,Oxford/AstraZeneca,141610
Latvia,2021-04-29,Pfizer/BioNTech,92207
Latvia,2021-04-30,Johnson&Johnson,305
Latvia,2021-04-30,Moderna,74792
Latvia,2021-04-30,Oxford/AstraZeneca,143739
Latvia,2021-04-30,Pfizer/BioNTech,98541
Latvia,2021-05-01,Moderna,75027
Latvia,2021-05-01,Oxford/AstraZeneca,144119
Latvia,2021-05-01,Pfizer/BioNTech,104825
Latvia,2021-05-02,Johnson&Johnson,315
Latvia,2021-05-02,Moderna,75057
Latvia,2021-05-02,Oxford/AstraZeneca,144139
Latvia,2021-05-02,Pfizer/BioNTech,106364
Latvia,2021-05-03,Moderna,75687
Latvia,2021-05-03,Oxford/AstraZeneca,144677
Latvia,2021-05-03,Pfizer/BioNTech,108144
Latvia,2021-05-04,Johnson&Johnson,318
Latvia,2021-05-04,Moderna,75772
Latvia,2021-05-04,Oxford/AstraZeneca,144678
Latvia,2021-05-04,Pfizer/BioNTech,116887
Latvia,2021-05-05,Johnson&Johnson,452
Latvia,2021-05-05,Moderna,79621
Latvia,2021-05-05,Oxford/AstraZeneca,147413
Latvia,2021-05-05,Pfizer/BioNTech,126676
Latvia,2021-05-06,Johnson&Johnson,610
Latvia,2021-05-06,Moderna,83928
Latvia,2021-05-06,Oxford/AstraZeneca,151247
Latvia,2021-05-06,Pfizer/BioNTech,139826
Latvia,2021-05-07,Johnson&Johnson,753
Latvia,2021-05-07,Moderna,87924
Latvia,2021-05-07,Oxford/AstraZeneca,154249
Latvia,2021-05-07,Pfizer/BioNTech,152185
Latvia,2021-05-08,Johnson&Johnson,800
Latvia,2021-05-08,Moderna,89570
Latvia,2021-05-08,Oxford/AstraZeneca,155248
Latvia,2021-05-08,Pfizer/BioNTech,161451
Latvia,2021-05-09,Johnson&Johnson,880
Latvia,2021-05-09,Moderna,89571
Latvia,2021-05-09,Oxford/AstraZeneca,155271
Latvia,2021-05-09,Pfizer/BioNTech,162967
Latvia,2021-05-10,Johnson&Johnson,1004
Latvia,2021-05-10,Moderna,91502
Latvia,2021-05-10,Oxford/AstraZeneca,157418
Latvia,2021-05-10,Pfizer/BioNTech,167936
Latvia,2021-05-11,Johnson&Johnson,1281
Latvia,2021-05-11,Moderna,94025
Latvia,2021-05-11,Oxford/AstraZeneca,159557
Latvia,2021-05-11,Pfizer/BioNTech,180468
Latvia,2021-05-12,Johnson&Johnson,1671
Latvia,2021-05-12,Moderna,97627
Latvia,2021-05-12,Oxford/AstraZeneca,161866
Latvia,2021-05-12,Pfizer/BioNTech,196069
Latvia,2021-05-13,Johnson&Johnson,2061
Latvia,2021-05-13,Moderna,101157
Latvia,2021-05-13,Oxford/AstraZeneca,164550
Latvia,2021-05-13,Pfizer/BioNTech,209994
Latvia,2021-05-14,Johnson&Johnson,2604
Latvia,2021-05-14,Moderna,104078
Latvia,2021-05-14,Oxford/AstraZeneca,167769
Latvia,2021-05-14,Pfizer/BioNTech,222156
Latvia,2021-05-15,Johnson&Johnson,2694
Latvia,2021-05-15,Moderna,104573
Latvia,2021-05-15,Oxford/AstraZeneca,168240
Latvia,2021-05-15,Pfizer/BioNTech,232416
Latvia,2021-05-16,Johnson&Johnson,2714
Latvia,2021-05-16,Moderna,104811
Latvia,2021-05-16,Oxford/AstraZeneca,168281
Latvia,2021-05-16,Pfizer/BioNTech,236736
Latvia,2021-05-17,Johnson&Johnson,3086
Latvia,2021-05-17,Moderna,107307
Latvia,2021-05-17,Oxford/AstraZeneca,170505
Latvia,2021-05-17,Pfizer/BioNTech,241400
Latvia,2021-05-18,Johnson&Johnson,3940
Latvia,2021-05-18,Moderna,111723
Latvia,2021-05-18,Oxford/AstraZeneca,172159
Latvia,2021-05-18,Pfizer/BioNTech,248016
Latvia,2021-05-19,Johnson&Johnson,5021
Latvia,2021-05-19,Moderna,116331
Latvia,2021-05-19,Oxford/AstraZeneca,174016
Latvia,2021-05-19,Pfizer/BioNTech,257185
Lithuania,2020-12-27,Pfizer/BioNTech,2454
Lithuania,2020-12-28,Pfizer/BioNTech,5210
Lithuania,2020-12-29,Pfizer/BioNTech,8184
Lithuania,2020-12-30,Pfizer/BioNTech,9716
Lithuania,2020-12-31,Pfizer/BioNTech,9741
Lithuania,2021-01-01,Pfizer/BioNTech,9741
Lithuania,2021-01-02,Pfizer/BioNTech,9741
Lithuania,2021-01-03,Pfizer/BioNTech,9741
Lithuania,2021-01-04,Pfizer/BioNTech,9743
Lithuania,2021-01-05,Pfizer/BioNTech,10366
Lithuania,2021-01-06,Pfizer/BioNTech,13867
Lithuania,2021-01-07,Pfizer/BioNTech,18038
Lithuania,2021-01-08,Pfizer/BioNTech,23218
Lithuania,2021-01-09,Pfizer/BioNTech,23522
Lithuania,2021-01-10,Pfizer/BioNTech,23525
Lithuania,2021-01-11,Pfizer/BioNTech,25731
Lithuania,2021-01-12,Pfizer/BioNTech,27819
Lithuania,2021-01-13,Moderna,163
Lithuania,2021-01-13,Pfizer/BioNTech,33909
Lithuania,2021-01-14,Moderna,471
Lithuania,2021-01-14,Pfizer/BioNTech,42243
Lithuania,2021-01-15,Moderna,1041
Lithuania,2021-01-15,Pfizer/BioNTech,48983
Lithuania,2021-01-16,Moderna,1041
Lithuania,2021-01-16,Pfizer/BioNTech,50088
Lithuania,2021-01-17,Moderna,1042
Lithuania,2021-01-17,Pfizer/BioNTech,51220
Lithuania,2021-01-18,Moderna,1578
Lithuania,2021-01-18,Pfizer/BioNTech,55208
Lithuania,2021-01-19,Moderna,2074
Lithuania,2021-01-19,Pfizer/BioNTech,60997
Lithuania,2021-01-20,Moderna,2312
Lithuania,2021-01-20,Pfizer/BioNTech,64233
Lithuania,2021-01-21,Moderna,2372
Lithuania,2021-01-21,Pfizer/BioNTech,65722
Lithuania,2021-01-22,Moderna,2372
Lithuania,2021-01-22,Pfizer/BioNTech,66115
Lithuania,2021-01-23,Moderna,2372
Lithuania,2021-01-23,Pfizer/BioNTech,66123
Lithuania,2021-01-24,Moderna,2372
Lithuania,2021-01-24,Pfizer/BioNTech,66123
Lithuania,2021-01-25,Moderna,2372
Lithuania,2021-01-25,Pfizer/BioNTech,66225
Lithuania,2021-01-26,Moderna,2372
Lithuania,2021-01-26,Pfizer/BioNTech,69374
Lithuania,2021-01-27,Moderna,2372
Lithuania,2021-01-27,Pfizer/BioNTech,76278
Lithuania,2021-01-28,Moderna,2372
Lithuania,2021-01-28,Pfizer/BioNTech,83367
Lithuania,2021-01-29,Moderna,2372
Lithuania,2021-01-29,Pfizer/BioNTech,91445
Lithuania,2021-01-30,Moderna,2372
Lithuania,2021-01-30,Pfizer/BioNTech,92089
Lithuania,2021-01-31,Moderna,2372
Lithuania,2021-01-31,Pfizer/BioNTech,92097
Lithuania,2021-02-01,Moderna,2372
Lithuania,2021-02-01,Pfizer/BioNTech,94981
Lithuania,2021-02-02,Moderna,2694
Lithuania,2021-02-02,Oxford/AstraZeneca,2
Lithuania,2021-02-02,Pfizer/BioNTech,98570
Lithuania,2021-02-03,Moderna,3325
Lithuania,2021-02-03,Oxford/AstraZeneca,2
Lithuania,2021-02-03,Pfizer/BioNTech,104740
Lithuania,2021-02-04,Moderna,3905
Lithuania,2021-02-04,Oxford/AstraZeneca,3
Lithuania,2021-02-04,Pfizer/BioNTech,114024
Lithuania,2021-02-05,Moderna,4050
Lithuania,2021-02-05,Oxford/AstraZeneca,3
Lithuania,2021-02-05,Pfizer/BioNTech,121199
Lithuania,2021-02-06,Moderna,4050
Lithuania,2021-02-06,Oxford/AstraZeneca,3
Lithuania,2021-02-06,Pfizer/BioNTech,121924
Lithuania,2021-02-07,Moderna,4050
Lithuania,2021-02-07,Oxford/AstraZeneca,3
Lithuania,2021-02-07,Pfizer/BioNTech,122021
Lithuania,2021-02-08,Moderna,4138
Lithuania,2021-02-08,Oxford/AstraZeneca,3
Lithuania,2021-02-08,Pfizer/BioNTech,124596
Lithuania,2021-02-09,Moderna,4378
Lithuania,2021-02-09,Oxford/AstraZeneca,302
Lithuania,2021-02-09,Pfizer/BioNTech,126910
Lithuania,2021-02-10,Moderna,4689
Lithuania,2021-02-10,Oxford/AstraZeneca,3028
Lithuania,2021-02-10,Pfizer/BioNTech,130027
Lithuania,2021-02-11,Moderna,5121
Lithuania,2021-02-11,Oxford/AstraZeneca,5526
Lithuania,2021-02-11,Pfizer/BioNTech,136167
Lithuania,2021-02-12,Moderna,5740
Lithuania,2021-02-12,Oxford/AstraZeneca,7461
Lithuania,2021-02-12,Pfizer/BioNTech,140898
Lithuania,2021-02-13,Moderna,5744
Lithuania,2021-02-13,Oxford/AstraZeneca,7771
Lithuania,2021-02-13,Pfizer/BioNTech,141030
Lithuania,2021-02-14,Moderna,5744
Lithuania,2021-02-14,Oxford/AstraZeneca,7771
Lithuania,2021-02-14,Pfizer/BioNTech,141030
Lithuania,2021-02-15,Moderna,6995
Lithuania,2021-02-15,Oxford/AstraZeneca,9617
Lithuania,2021-02-15,Pfizer/BioNTech,142581
Lithuania,2021-02-16,Moderna,6995
Lithuania,2021-02-16,Oxford/AstraZeneca,9617
Lithuania,2021-02-16,Pfizer/BioNTech,143088
Lithuania,2021-02-17,Moderna,8348
Lithuania,2021-02-17,Oxford/AstraZeneca,10591
Lithuania,2021-02-17,Pfizer/BioNTech,149042
Lithuania,2021-02-18,Moderna,8883
Lithuania,2021-02-18,Oxford/AstraZeneca,12066
Lithuania,2021-02-18,Pfizer/BioNTech,158359
Lithuania,2021-02-19,Moderna,9360
Lithuania,2021-02-19,Oxford/AstraZeneca,14833
Lithuania,2021-02-19,Pfizer/BioNTech,165586
Lithuania,2021-02-20,Moderna,9360
Lithuania,2021-02-20,Oxford/AstraZeneca,15138
Lithuania,2021-02-20,Pfizer/BioNTech,166290
Lithuania,2021-02-21,Moderna,9360
Lithuania,2021-02-21,Oxford/AstraZeneca,15138
Lithuania,2021-02-21,Pfizer/BioNTech,166290
Lithuania,2021-02-22,Moderna,9528
Lithuania,2021-02-22,Oxford/AstraZeneca,17210
Lithuania,2021-02-22,Pfizer/BioNTech,169526
Lithuania,2021-02-23,Moderna,9940
Lithuania,2021-02-23,Oxford/AstraZeneca,19221
Lithuania,2021-02-23,Pfizer/BioNTech,175763
Lithuania,2021-02-24,Moderna,10073
Lithuania,2021-02-24,Oxford/AstraZeneca,21928
Lithuania,2021-02-24,Pfizer/BioNTech,184631
Lithuania,2021-02-25,Moderna,10784
Lithuania,2021-02-25,Oxford/AstraZeneca,26039
Lithuania,2021-02-25,Pfizer/BioNTech,191671
Lithuania,2021-02-26,Moderna,12290
Lithuania,2021-02-26,Oxford/AstraZeneca,30303
Lithuania,2021-02-26,Pfizer/BioNTech,195903
Lithuania,2021-02-27,Moderna,12290
Lithuania,2021-02-27,Oxford/AstraZeneca,30862
Lithuania,2021-02-27,Pfizer/BioNTech,196045
Lithuania,2021-02-28,Moderna,12290
Lithuania,2021-02-28,Oxford/AstraZeneca,31236
Lithuania,2021-02-28,Pfizer/BioNTech,196096
Lithuania,2021-03-01,Moderna,15775
Lithuania,2021-03-01,Oxford/AstraZeneca,34036
Lithuania,2021-03-01,Pfizer/BioNTech,197370
Lithuania,2021-03-02,Moderna,17662
Lithuania,2021-03-02,Oxford/AstraZeneca,35705
Lithuania,2021-03-02,Pfizer/BioNTech,203149
Lithuania,2021-03-03,Moderna,19462
Lithuania,2021-03-03,Oxford/AstraZeneca,38836
Lithuania,2021-03-03,Pfizer/BioNTech,210200
Lithuania,2021-03-04,Moderna,20528
Lithuania,2021-03-04,Oxford/AstraZeneca,42324
Lithuania,2021-03-04,Pfizer/BioNTech,221085
Lithuania,2021-03-05,Moderna,21109
Lithuania,2021-03-05,Oxford/AstraZeneca,46621
Lithuania,2021-03-05,Pfizer/BioNTech,230180
Lithuania,2021-03-06,Moderna,21197
Lithuania,2021-03-06,Oxford/AstraZeneca,46884
Lithuania,2021-03-06,Pfizer/BioNTech,230455
Lithuania,2021-03-07,Moderna,21197
Lithuania,2021-03-07,Oxford/AstraZeneca,46884
Lithuania,2021-03-07,Pfizer/BioNTech,230456
Lithuania,2021-03-08,Moderna,21679
Lithuania,2021-03-08,Oxford/AstraZeneca,53572
Lithuania,2021-03-08,Pfizer/BioNTech,232186
Lithuania,2021-03-09,Moderna,22643
Lithuania,2021-03-09,Oxford/AstraZeneca,56328
Lithuania,2021-03-09,Pfizer/BioNTech,240355
Lithuania,2021-03-10,Moderna,22836
Lithuania,2021-03-10,Oxford/AstraZeneca,62369
Lithuania,2021-03-10,Pfizer/BioNTech,249753
Lithuania,2021-03-11,Moderna,22836
Lithuania,2021-03-11,Oxford/AstraZeneca,62725
Lithuania,2021-03-11,Pfizer/BioNTech,250533
Lithuania,2021-03-12,Moderna,23090
Lithuania,2021-03-12,Oxford/AstraZeneca,68941
Lithuania,2021-03-12,Pfizer/BioNTech,261985
Lithuania,2021-03-13,Moderna,23090
Lithuania,2021-03-13,Oxford/AstraZeneca,69229
Lithuania,2021-03-13,Pfizer/BioNTech,263443
Lithuania,2021-03-14,Moderna,23090
Lithuania,2021-03-14,Oxford/AstraZeneca,69237
Lithuania,2021-03-14,Pfizer/BioNTech,263459
Lithuania,2021-03-15,Moderna,23190
Lithuania,2021-03-15,Oxford/AstraZeneca,74994
Lithuania,2021-03-15,Pfizer/BioNTech,265644
Lithuania,2021-03-16,Moderna,23392
Lithuania,2021-03-16,Oxford/AstraZeneca,78324
Lithuania,2021-03-16,Pfizer/BioNTech,272311
Lithuania,2021-03-17,Moderna,23498
Lithuania,2021-03-17,Oxford/AstraZeneca,78417
Lithuania,2021-03-17,Pfizer/BioNTech,282644
Lithuania,2021-03-18,Moderna,23629
Lithuania,2021-03-18,Oxford/AstraZeneca,78444
Lithuania,2021-03-18,Pfizer/BioNTech,290866
Lithuania,2021-03-19,Moderna,25837
Lithuania,2021-03-19,Oxford/AstraZeneca,78968
Lithuania,2021-03-19,Pfizer/BioNTech,297379
Lithuania,2021-03-20,Moderna,26371
Lithuania,2021-03-20,Oxford/AstraZeneca,78968
Lithuania,2021-03-20,Pfizer/BioNTech,297579
Lithuania,2021-03-21,Moderna,26373
Lithuania,2021-03-21,Oxford/AstraZeneca,78968
Lithuania,2021-03-21,Pfizer/BioNTech,297609
Lithuania,2021-03-22,Moderna,31183
Lithuania,2021-03-22,Oxford/AstraZeneca,81258
Lithuania,2021-03-22,Pfizer/BioNTech,298726
Lithuania,2021-03-23,Moderna,32740
Lithuania,2021-03-23,Oxford/AstraZeneca,84023
Lithuania,2021-03-23,Pfizer/BioNTech,307246
Lithuania,2021-03-24,Moderna,33855
Lithuania,2021-03-24,Oxford/AstraZeneca,88608
Lithuania,2021-03-24,Pfizer/BioNTech,319133
Lithuania,2021-03-25,Moderna,34861
Lithuania,2021-03-25,Oxford/AstraZeneca,93042
Lithuania,2021-03-25,Pfizer/BioNTech,330608
Lithuania,2021-03-26,Moderna,36486
Lithuania,2021-03-26,Oxford/AstraZeneca,98595
Lithuania,2021-03-26,Pfizer/BioNTech,339832
Lithuania,2021-03-27,Moderna,36562
Lithuania,2021-03-27,Oxford/AstraZeneca,101414
Lithuania,2021-03-27,Pfizer/BioNTech,340083
Lithuania,2021-03-28,Moderna,36562
Lithuania,2021-03-28,Oxford/AstraZeneca,101514
Lithuania,2021-03-28,Pfizer/BioNTech,340167
Lithuania,2021-03-29,Moderna,37984
Lithuania,2021-03-29,Oxford/AstraZeneca,106969
Lithuania,2021-03-29,Pfizer/BioNTech,341154
Lithuania,2021-03-30,Moderna,38166
Lithuania,2021-03-30,Oxford/AstraZeneca,109458
Lithuania,2021-03-30,Pfizer/BioNTech,351302
Lithuania,2021-03-31,Moderna,39601
Lithuania,2021-03-31,Oxford/AstraZeneca,111509
Lithuania,2021-03-31,Pfizer/BioNTech,368490
Lithuania,2021-04-01,Moderna,46858
Lithuania,2021-04-01,Oxford/AstraZeneca,114346
Lithuania,2021-04-01,Pfizer/BioNTech,376645
Lithuania,2021-04-02,Moderna,53357
Lithuania,2021-04-02,Oxford/AstraZeneca,119999
Lithuania,2021-04-02,Pfizer/BioNTech,384220
Lithuania,2021-04-03,Moderna,53550
Lithuania,2021-04-03,Oxford/AstraZeneca,127704
Lithuania,2021-04-03,Pfizer/BioNTech,384982
Lithuania,2021-04-04,Moderna,53550
Lithuania,2021-04-04,Oxford/AstraZeneca,130107
Lithuania,2021-04-04,Pfizer/BioNTech,384988
Lithuania,2021-04-05,Moderna,53560
Lithuania,2021-04-05,Oxford/AstraZeneca,133617
Lithuania,2021-04-05,Pfizer/BioNTech,385182
Lithuania,2021-04-06,Moderna,56228
Lithuania,2021-04-06,Oxford/AstraZeneca,144196
Lithuania,2021-04-06,Pfizer/BioNTech,386615
Lithuania,2021-04-07,Moderna,57478
Lithuania,2021-04-07,Oxford/AstraZeneca,154132
Lithuania,2021-04-07,Pfizer/BioNTech,388156
Lithuania,2021-04-08,Moderna,58892
Lithuania,2021-04-08,Oxford/AstraZeneca,156852
Lithuania,2021-04-08,Pfizer/BioNTech,410920
Lithuania,2021-04-09,Moderna,59322
Lithuania,2021-04-09,Oxford/AstraZeneca,162081
Lithuania,2021-04-09,Pfizer/BioNTech,438581
Lithuania,2021-04-10,Moderna,59398
Lithuania,2021-04-10,Oxford/AstraZeneca,166257
Lithuania,2021-04-10,Pfizer/BioNTech,449917
Lithuania,2021-04-11,Moderna,59452
Lithuania,2021-04-11,Oxford/AstraZeneca,166875
Lithuania,2021-04-11,Pfizer/BioNTech,450960
Lithuania,2021-04-12,Moderna,59746
Lithuania,2021-04-12,Oxford/AstraZeneca,170849
Lithuania,2021-04-12,Pfizer/BioNTech,455427
Lithuania,2021-04-13,Moderna,60154
Lithuania,2021-04-13,Oxford/AstraZeneca,173371
Lithuania,2021-04-13,Pfizer/BioNTech,471280
Lithuania,2021-04-14,Moderna,60376
Lithuania,2021-04-14,Oxford/AstraZeneca,174353
Lithuania,2021-04-14,Pfizer/BioNTech,496715
Lithuania,2021-04-15,Moderna,60623
Lithuania,2021-04-15,Oxford/AstraZeneca,177647
Lithuania,2021-04-15,Pfizer/BioNTech,516283
Lithuania,2021-04-16,Moderna,60890
Lithuania,2021-04-16,Oxford/AstraZeneca,183863
Lithuania,2021-04-16,Pfizer/BioNTech,530160
Lithuania,2021-04-17,Moderna,60922
Lithuania,2021-04-17,Oxford/AstraZeneca,185013
Lithuania,2021-04-17,Pfizer/BioNTech,531458
Lithuania,2021-04-18,Moderna,60922
Lithuania,2021-04-18,Oxford/AstraZeneca,185093
Lithuania,2021-04-18,Pfizer/BioNTech,531462
Lithuania,2021-04-19,Moderna,61352
Lithuania,2021-04-19,Oxford/AstraZeneca,189059
Lithuania,2021-04-19,Pfizer/BioNTech,532885
Lithuania,2021-04-20,Moderna,63100
Lithuania,2021-04-20,Oxford/AstraZeneca,190516
Lithuania,2021-04-20,Pfizer/BioNTech,544906
Lithuania,2021-04-21,Moderna,67235
Lithuania,2021-04-21,Oxford/AstraZeneca,191158
Lithuania,2021-04-21,Pfizer/BioNTech,566751
Lithuania,2021-04-22,Moderna,71145
Lithuania,2021-04-22,Oxford/AstraZeneca,193251
Lithuania,2021-04-22,Pfizer/BioNTech,586810
Lithuania,2021-04-23,Johnson&Johnson,2
Lithuania,2021-04-23,Moderna,72606
Lithuania,2021-04-23,Oxford/AstraZeneca,201112
Lithuania,2021-04-23,Pfizer/BioNTech,602088
Lithuania,2021-04-24,Johnson&Johnson,2
Lithuania,2021-04-24,Moderna,73957
Lithuania,2021-04-24,Oxford/AstraZeneca,202377
Lithuania,2021-04-24,Pfizer/BioNTech,604005
Lithuania,2021-04-25,Johnson&Johnson,2
Lithuania,2021-04-25,Moderna,73958
Lithuania,2021-04-25,Oxford/AstraZeneca,202396
Lithuania,2021-04-25,Pfizer/BioNTech,604248
Lithuania,2021-04-26,Johnson&Johnson,12
Lithuania,2021-04-26,Moderna,74765
Lithuania,2021-04-26,Oxford/AstraZeneca,206665
Lithuania,2021-04-26,Pfizer/BioNTech,605328
Lithuania,2021-04-27,Johnson&Johnson,32
Lithuania,2021-04-27,Moderna,75188
Lithuania,2021-04-27,Oxford/AstraZeneca,208017
Lithuania,2021-04-27,Pfizer/BioNTech,616569
Lithuania,2021-04-28,Johnson&Johnson,174
Lithuania,2021-04-28,Moderna,75759
Lithuania,2021-04-28,Oxford/AstraZeneca,208704
Lithuania,2021-04-28,Pfizer/BioNTech,630509
Lithuania,2021-04-29,Johnson&Johnson,210
